iter,max,average
1,1.7777777777777781,0.03974706413730778
2,1.3481551724137963,0.03765518020122709
3,0.9851487213219458,0.03605834826696374
4,0.8467654066160266,0.03476749896555963
5,0.7399956872830982,0.033669858895830254
6,0.6505186159878315,0.03270355932824379
7,0.597974557975809,0.031834400943760076
8,0.5403132171606579,0.031039906105302932
9,0.5048667176862902,0.030305270485908226
10,0.46433529942712415,0.029619867636854338
11,0.43858118597800144,0.028975859690558617
12,0.4083704392227281,0.02836719957812735
13,0.38869899892960325,0.027789208966681394
14,0.36520735823522577,0.027238115735955557
15,0.34961908142436815,0.026710942885026272
16,0.3307558189178974,0.02620520263282308
17,0.31804867303068685,0.025718913384967096
18,0.3025156182891686,0.025250358497191535
19,0.29192276975634723,0.024798160184937156
20,0.2788706725620086,0.024361084017560763
21,0.26987925336936835,0.02393812732513266
22,0.25872855804715744,0.02352836749813635
23,0.25098194745765723,0.023131041365290934
24,0.2413230955629803,0.022745434010584372
25,0.23456516404142277,0.022370940690024658
26,0.22610016915004935,0.022006988662190082
27,0.22014191467159136,0.02165308250119529
28,0.21264857456721906,0.021308749457199367
29,0.20734731046548185,0.020973572981423147
30,0.20065642924101332,0.020647152675273957
31,0.1959023188922717,0.02032913135388089
32,0.18988271758080358,0.02001916259850051
33,0.18558978008798882,0.01971693554595651
34,0.18013814176293574,0.019422145380477908
35,0.1762380751258797,0.019134518438066662
36,0.17127188881565758,0.018853783039085623
37,0.16770972459743988,0.018579696052305496
38,0.16316227289905805,0.018312013030177415
39,0.15989325461277237,0.018050516314036796
40,0.15570998357729998,0.01779498447019608
41,0.15269728276356404,0.01754522135306327
42,0.14883312779027835,0.01730102543870056
43,0.14604614591844312,0.017062218924094315
44,0.14246353203815976,0.016828617833097408
45,0.1398766199020346,0.01660006012251142
46,0.1365439462025339,0.016376377503044194
47,0.13413542586863259,0.016157421559581248
48,0.1310259029496712,0.01594303817402639
49,0.12877731224904848,0.015733090781234766
50,0.1258680607172794,0.015527438163519328
51,0.12376356362101915,0.015325954108961969
52,0.12103490803861644,0.015128509209538064
53,0.11906083016642932,0.014934986336003948
54,0.11649574101064109,0.014745266937095446
55,0.1146402005544021,0.014559241878925412
56,0.11222384941936636,0.014376802623990272
57,0.11047646153401453,0.014197847095866946
58,0.1082376371345718,0.014022276018669056
59,0.10654750206043595,0.01384999355820054
60,0.10461957006974498,0.013680909025379702
61,0.10283383025659742,0.013514932114419665
62,0.10118913973454313,0.013351980115428012
63,0.09931817915781876,0.013191967621763202
64,0.09793175176325053,0.013034819354315061
65,0.09610487662371625,0.012880454247478261
66,0.09483440332388593,0.012728803957074512
67,0.0930942879258213,0.012579791260934132
68,0.09188545974982476,0.012433354300782967
69,0.09022587755409206,0.012289419252301642
70,0.08907446850958889,0.012147930335833751
71,0.08748981391782473,0.01200881672453574
72,0.08639200344894626,0.011872028347259039
73,0.08487721177452123,0.011737497014000318
74,0.08382953371262036,0.011605178025040505
75,0.08238001357807945,0.011475005501858187
76,0.08137931289178002,0.01134693980837774
77,0.07999088884783023,0.011220917083812393
78,0.0790342848308021,0.011096902473845371
79,0.07770314842464465,0.010974833870228958
80,0.07678800322181478,0.010854680941381227
81,0.07551067108317788,0.010736383092351724
82,0.07463456266340673,0.010619914275409191
83,0.07340784044625337,0.010505215193377644
84,0.07256853929458251,0.010392263861214432
85,0.07138949052641641,0.010281002085753421
86,0.07058493946095312,0.010171411739067262
87,0.06945085852294353,0.010063435558248842
88,0.0686791551474043,0.009957059080630031
89,0.06758754374625608,0.009852225818253312
90,0.06684692513446666,0.009748924793930466
91,0.06579547173747824,0.009647100156351342
92,0.06508430101585305,0.009546744244693161
93,0.06407086281090901,0.009447801721668439
94,0.06338761736048804,0.009350268083144611
95,0.06241020437561795,0.009254088397683304
96,0.061753465421894194,0.009159261166552702
97,0.06081022649890899,0.009065731769294788
98,0.06017866989480436,0.008973501568774975
99,0.05926788026048335,0.00888251617287249
100,0.058660268299078666,0.00879277966897457
101,0.05778031851774057,0.008704237821865692
102,0.05719549263674706,0.008616897312451983
103,0.05634487876145711,0.008530704001263462
104,0.055781753022670744,0.008445667037243833
105,0.0549590677898848,0.008361732324883839
106,0.05441662303430439,0.008278911360744358
107,0.05362054796986926,0.008197150050032942
108,0.05309782656393969,0.008116462121175165
109,0.05232712488755642,0.008036793444604399
110,0.05182322598816835,0.007958159869202727
111,0.05107673621953268,0.007880507202159307
112,0.050590811495564436,0.007803853305465043
113,0.04986744167900953,0.007728143900932787
114,0.049398691436169706,0.007653398760145466
115,0.04869741391187282,0.007579563503101067
116,0.04824508357449869,0.00750665971109496
117,0.04756493023429487,0.007434632890970607
118,0.04712830714422844,0.00736350633732291
119,0.046468365117946886,0.0072932254370525074
120,0.04604677561573728,0.007223815104964111
121,0.045406183341212436,0.007155220605265278
122,0.04499899009930397,0.00708746838308338
123,0.04437693373508056,0.007020503580750401
124,0.04398353331670679,0.006954354086919773
125,0.04337924346142813,0.00688896492600286
126,0.04299906408184773,0.00682436534637966
127,0.04241181276907269,0.006760500261228482
128,0.04204431223887428,0.006697400197773427
129,0.04147341017943085,0.006635009967018596
130,0.041118074011975925,0.006573361296983113
131,0.04056286805945092,0.006512398907590418
132,0.04021920772656362,0.006452155652372929
133,0.03967907854433972,0.006392576172998882
134,0.03934662986620019,0.006333694375931388
135,0.038820989776870374,0.006275454838865202
136,0.038499311433649874,0.0062178924512394295
137,0.03798760243376775,0.006160951742266669
138,0.037676274587897074,0.006104668516982631
139,0.037177966512861316,0.006048987272584262
140,0.03687658953206924,0.0059939446648337264
141,0.03639117835766886,0.005939485176161141
142,0.03609937162992677,0.005885646250635376
143,0.035626377898357875,0.005832372373756596
144,0.03534377873073169,0.005779701717880179
145,0.03488274609034797,0.005727578789840923
146,0.0346090086847432,0.005676042432593284
147,0.03415950253365829,0.005625037192857119
148,0.03389429703293667,0.005574602528776282
149,0.03345590325781611,0.005524683045659392
150,0.033198914856661155,0.005475318763648493
151,0.032771238658743596,0.005426454365382403
152,0.032522166773836125,0.005378130381973712
153,0.03210483157507954,0.005330291592068505
154,0.0318633890700567,0.005282978988826128
155,0.03145603549291254,0.0052361374654286445
156,0.03122194795377542,0.005189808430201578
157,0.030824232868808976,0.005143936909162781
158,0.03059723792577118,0.00509856468091176
159,0.030208833561735537,0.005053636922304734
160,0.029988680254194156,0.005009195739255827
161,0.029609273365850397,0.004965186477112196
162,0.02939572154699882,0.004921651528008802
163,0.02902501263614049,0.00487853642303729
164,0.028817832414585298,0.004835883801277594
165,0.028455535000353638,0.004793639396373032
166,0.028254506215752817,0.004751846056834297
167,0.027900346150689703,0.004710449735187214
168,0.02770525788116729,0.004669493453554577
169,0.027358972709413953,0.004628923399177491
170,0.027169622808339844,0.0045887827336175534
171,0.026830961163205158,0.004549017894135537
172,0.02664715582345173,0.004509672149147929
173,0.026315876861319698,0.004470692200699457
174,0.02613743020498377,0.004432121393012885
175,0.025813303073098315,0.004393906707123481
176,0.025640036764935314,0.004356091533493573
177,0.025322840100768795,0.004318623145793076
178,0.025154582983744955,0.0042815449525885315
179,0.024844104443645876,0.0042448045332567335
180,0.02468069219524266,0.0042084452877068045
181,0.024376728010457427,0.004172415113528119
182,0.02421800281813269,0.00413675737653964
183,0.023920357376284118,0.004101420304475125
184,0.023766167631106172,0.004066447204906786
185,0.02347465308153912,0.0040317866470801125
186,0.02332485308858684,0.00399748185738993
187,0.023039288969918137,0.003963481757402153
188,0.02289373867449479,0.003929829470584128
189,0.022613951562968637,0.0038964742810729106
190,0.022472516291630495,0.0038634591887971204
191,0.022198339468903094,0.0038307338501685335
192,0.02206088968432235,0.003798341122053575
193,0.021792162823493444,0.003766231042310207
194,0.021658573892355815,0.003734446306263481
195,0.021395142761002905,0.0037029373418625243
196,0.021265294734030493,0.003671746665418887
197,0.02100701091331897,0.0036408251031039545
198,0.020880788316864574,0.0036102149757026806
199,0.020627508935604777,0.0035798675152447766
200,0.020504800573937998,0.0035498248313975676
201,0.02025638805669322,0.003520038569194141
202,0.02013708682444576,0.003490550612480815
203,0.019893408653011146,0.0034613130259657874
204,0.01977741135714378,0.0034323674538166244
205,0.019538339844252683,0.0034036663866307145
206,0.01942554703505661,0.003375251215848588
207,0.019190959109927574,0.003347074863724988
208,0.019081274920379643,0.0033191784567026036
209,0.018851051925247053,0.00329151535403592
210,0.018744383918373353,0.0032641264056348816
211,0.01851841141533289,0.0032369654126774864
212,0.018414670439127367,0.003210072937723824
213,0.01819283802674193,0.003183403228397353
214,0.018091938076126524,0.0031569965497634913
215,0.017874139215256823,0.0031308076000314097
216,0.017775997300756463,0.0031048763372749782
217,0.01756212914902444,0.0030791579140539743
218,0.017466665171730122,0.0030536919725752173
219,0.01725662842622988,0.0030284341231608287
220,0.017163765058789193,0.0030034236838583812
221,0.016957463806370532,0.0029786167258205325
222,0.01686712637961213,0.002954052235215062
223,0.016664467954663753,0.0029296867467601484
224,0.016576584349491996,0.0029055589075570663
225,0.016377479198425193,0.002881625718313349
226,0.016291979742865725,0.0028579254803905024
227,0.016096341295239236,0.002834415662603149
228,0.01601315866622305,0.0028111342143909753
229,0.015820903211912152,0.0027880390745065
230,0.015739972341595188,0.0027651678347480678
231,0.01555101891389249,0.00274247890536057
232,0.015472276900273918,0.0027200095152276334
233,0.015286547164420738,0.002697718547375614
234,0.015209933186025981,0.0026756428629225305
235,0.015027351333019023,0.0026537418187144697
236,0.014952806567431531,0.002632051903654669
237,0.014773299212754887,0.0026105329492066964
238,0.014700766758858952,0.0025892210679950385
239,0.01452426284588132,0.002568076566667573
240,0.0144536876494889,0.002547135177869986
241,0.014280118357309968,0.002526357683784781
242,0.014211447140245637,0.0025057794337270205
243,0.014040745795782295,0.0024853616855539233
244,0.013973926987860541,0.0024651394022275055
245,0.013806028981921015,0.0024450743172255295
246,0.013741012656167173,0.0024252010044460834
247,0.013575855363259004,0.0024054816727463405
248,0.013512593173787613,0.00238595050454983
249,0.01335011587561663,0.002366570183671254
250,0.013288560998205634,0.0023473744989304505
251,0.013128704810531244,0.002328326608513897
252,0.013068811885873666,0.0023094599057756396
253,0.012911519688629303,0.0022907380225252036
254,0.012853244767889238,0.0022721939550484145
255,0.01269846113839379,0.0022537918078759465
256,0.012641761631181747,0.002235564178864646
257,0.01248943278026371,0.002217475644222333
258,0.012434267404717314,0.002199558402245816
259,0.012284341115701092,0.0021817774996396536
260,0.012230669850768205,0.0021641647342265004
261,0.012083095420979573,0.0021466856219022976
262,0.012030879460653843,0.0021293715593074013
263,0.011885607645574725,0.00211218853010235
264,0.011834809355040221,0.002095167529232464
265,0.011691792314823757,0.002078275006582541
266,0.0116423751884,0.002061541555076439
267,0.011501566436698973,0.0020449340891749387
268,0.011453495057554774,0.0020284827996297754
269,0.011314849412435768,0.0020121550637275426
270,0.011268089413955573,0.0019959806700658323
271,0.011131562951000928,0.001979927456912557
272,0.01108608097974828,0.001964024810881871
273,0.010951630987063365,0.0019482410292932107
274,0.010907394667164394,0.0019326050970971994
275,0.010774979602327983,0.0019170857686480794
276,0.01073195750135536,0.0019017116276960693
277,0.010601536950145818,0.0018864518835372184
278,0.010559698546392438,0.0018713347193123405
279,0.010431233183153421,0.0018563297970957686
280,0.010390548834217972,0.0018414649001373092
281,0.010264000383952476,0.0018267101410548174
282,0.01022444129650496,0.0018120929040446136
283,0.010099772498552761,0.0017975837499706509
284,0.010061310699331694,0.00178320966492153
285,0.009938485272396325,0.0017689416556540992
286,0.00990109358043284,0.0017548063112025883
287,0.009780076189154718,0.0017407750818028442
288,0.009743728188958134,0.0017268741605875283
289,0.009624484411786427,0.001713075438810798
290,0.00958915442768521,0.001699404714946804
291,0.009471650726050496,0.0016858343187600195
292,0.009437313797419966,0.001672389655397903
293,0.009321517486174824,0.0016590434905837058
294,0.00928814934376515,0.0016458208375513235
295,0.009174028562768388,0.001632694895391961
296,0.009141605605762493,0.0016196902869151722
297,0.009029129292592863,0.0016067806419550047
298,0.00899762856676578,0.0015939901944569022
299,0.008886766430538873,0.00158129300233643
300,0.008856165607049882,0.0015687129123069289
301,0.008746888103226491,0.0015562244076731896
302,0.008717165458345388,0.001543850949608795
303,0.008609443764576619,0.001531567444092728
304,0.008580578160118812,0.0015193969685064577
305,0.008474384152977632,0.001507314848760934
306,0.008446355017454221,0.0014953437802554036
307,0.00834166125015523,0.0014834595060654384
308,0.008314448560714394,0.0014716843414669702
309,0.00821122824157694,0.0014599944439146419
310,0.008184812506531192,0.0014484117504664944
311,0.008083039478341048,0.0014369128301566433
312,0.008057401720414581,0.0014255192437734048
313,0.007957050440581759,0.0014142079691140995
314,0.00793217218070047,0.0014030001926880603
315,0.007833217702130968,0.0013918732982256593
316,0.007809080943910474,0.0013808480999867598
317,0.007711498896632529,0.0013699023847933572
318,0.007688086111276915,0.001359056596720745
319,0.0075918526847642,0.0013482889228326048
320,0.007569146796722825,0.0013376194391144828
321,0.007474238722834758,0.001327026730013612
322,0.00745222309578103,0.0013165305055546077
323,0.007358617632403031,0.001306109744704571
324,0.0073372760558748085,0.0012957837936785168
325,0.007244950971089403,0.0012855320230969749
326,0.007224267647515548,0.0012753734175439662
327,0.007133201204442441,0.0012652877364225416
328,0.007113160736633206,0.0012552936048874086
329,0.007023331678750466,0.0012453711682512323
330,0.007003919057938179,0.0012355386944620738
331,0.0069153065949967285,0.001225776711870649
332,0.006896507189146195,0.001216103133457316
333,0.006809090983561916,0.0012064988677419428
334,0.00679089052620907,0.0011969814749923783
335,0.006704650679971724,0.001187532241030087
336,0.006687035259393459,0.0011781683756820164
337,0.006601952301443281,0.0011688715392066255
338,0.006584908350267982,0.0011596585932760219
339,0.00650096322424204,0.001150511569724196
340,0.006484477509386077,0.0011414469843628221
341,0.006401651561979027,0.0011324472377511002
342,0.006385711174836439,0.0011235285021432976
343,0.006303986144403029,0.0011146735439772132
344,0.006288578491604968,0.001105898194264438
345,0.006207936497235611,0.0010971855824791358
346,0.00619304929148895,0.0010885512007117815
347,0.006113472822465327,0.001079978538643737
348,0.006099094073848899,0.0010714827517700372
349,0.006020565979484693,0.0010630476871542408
350,0.006006683986967687,0.0010546881660277797
351,0.005929187466778507,0.0010463883900272508
352,0.005915790810069599,0.0010381628484510774
353,0.0058393094042406,0.0010299960947060087
354,0.005826386935905925,0.001021902288495028
355,0.00575090451616439,0.0010138663322060875
356,0.00573844535399326,0.001005902058281795
357,0.005663946114780327,0.0009979947153118097
358,0.005651939634411407,0.0009901578108159584
359,0.00557840808425053,0.0009823769368185098
360,0.005566843912059305,0.0009746652782527904
361,0.005494264865383902,0.0009670087678258887
362,0.0054831328715426175,0.000959420270216289
363,0.0054114914406848125,0.0009518860560734766
364,0.005400781732554594,0.000944418672152576
365,0.0053300633199998,0.0009370047243210929
366,0.005319766235641565,0.0009296564437375558
367,0.005249956526572563,0.0009223607687734047
368,0.005240062628557862,0.0009151296173154257
369,0.005171147583666658,0.0009079502575438442
370,0.0051616476529460775,0.0009008342963876735
371,0.005093613501443717,0.0008937693291560608
372,0.005084498531630455,0.0008867666541343685
373,0.005017331764426813,0.0008798141910916049
374,0.005008592956071367,0.0008729229319749767
375,0.004942280319357728,0.000866081118364748
376,0.0049339090744681124,0.0008592994381691322
377,0.0048684375632983,0.000852566452142151
378,0.00486042548003679,0.0008458925464461056
379,0.0047957823322628546,0.0008392665983913933
380,0.004788121199859052,0.0008326986946767737
381,0.00472429389016199,0.0008261780265665713
382,0.004716975683906222,0.0008197143835715429
383,0.004653951918072441,0.0008132972683251692
384,0.004646968794506101,0.0008069361754167977
385,0.0045847365038700905,0.0008006209162784978
386,0.004578080796114048,0.0007943606928363402
387,0.004516628132170575,0.0007881456227704729
388,0.004510292345407174,0.0007819846175890131
389,0.004449607674594291,0.0007758680986866261
390,0.004443584481675089,0.0007698046893915312
391,0.0043836563803040796,0.0007637851122952847
392,0.004377938617540378,0.0007578177047719173
393,0.004318755866877189,0.0007518934881126009
394,0.004313336529862766,0.0007460205159502374
395,0.004254888111430932,0.0007401901057951163
396,0.00424976035108543,0.0007344100297446257
397,0.004192035441962394,0.0007286718990630376
398,0.004187192560657749,0.0007229832065062162
399,0.004130180529097804,0.0007173358546441881
400,0.004125615976854513,0.0007117370590744889
401,0.004069306377904203,0.0007061790112449412
402,0.004065013748787094,0.0007006686517637105
403,0.004009396320071745,0.0006951984585451204
404,0.004005369348620613,0.000689775099366283
405,0.003950434006275594,0.0006843913362163299
406,0.003946666564126733,0.0006790535661849283
407,0.0038924033987752793,0.0006737548329621884
408,0.0038888894912730287,0.0006685012650827255
409,0.003835288764248268,0.0006632861855817636
410,0.003832022527221257,0.0006581154565581923
411,0.0037790746667765163,0.0006529826780534189
412,0.003776050363400174,0.0006478934478390053
413,0.0037237459611088597,0.0006428416406416672
414,0.003720957978843087,0.0006378325919977788
415,0.0036692877860016737,0.000632860449019479
416,0.003666730633660187,0.0006279302870879495
417,0.0036156855579598246,0.0006230365234165739
418,0.0036133538627866058,0.0006181839752984584
419,0.0035629249648787,0.0006133673277811778
420,0.0035608134697404648,0.000608591142125105
421,0.0035109919600572193,0.0006038503689637256
422,0.0035090955208091357,0.0005991493155647061
423,0.0034598727563678877,0.0005944831959182919
424,0.003458186339100111,0.0005898560653252484
425,0.003409553820501454,0.0005852633989192214
426,0.0034080724990186995,0.0005807090020492964
427,0.003360021867426788,0.0005761886087985053
428,0.003358740820761541,0.0005717057765619098
429,0.0033112638549469553,0.0005672564961962188
430,0.003310178364931804,0.0005628440791278381
431,0.0032632669785427892,0.000558464770829566
432,0.003262372427433047,0.0005541216387301552
433,0.003216018666185372,0.0005498111807772325
434,0.0032153105343648014,0.0005455362223599523
435,0.003169506573386882,0.000541293511777965
436,0.0031689804371061725,0.000537085634324457
437,0.0031237185783740684,0.000532909586544273
438,0.0031233701076074927,0.0005287677155675324
439,0.0030786427773363823,0.0005246572640939259
440,0.0030784677336353483,0.0005205803430047458
441,0.0030342674798777836,0.0005165344390892284
442,0.0030342617143640505,0.0005125214288778275
443,0.0029905812045376012,0.0005085390411951789
444,0.002990740655829771,0.0005045889201118805
445,0.0029475726744200847,0.0005006690344517916
446,0.002947893366737453,0.0004967807976970663
447,0.0029052308129965954,0.0004929224166539174
448,0.0029057088542155385,0.0004890950760754469
449,0.0028635447399495972,0.00048529721874829166
450,0.0028641763197501113,0.00048152980254301947
451,0.002822503767120954,0.00047779150424269044
452,0.0028232851552236204,0.0004740830566673903
453,0.002782097394660954,0.0004704033686264305
454,0.0027830249390343176,0.0004667529497095588
455,0.0027423153071323148,0.0004631335626155688
456,0.0027433854322928553,0.0004595376240655515
457,0.0027031473698360675,0.00045597773848597164
458,0.0027043565751524445,0.00045243525271519366
459,0.0026645836251614208,0.00044893391261151326
460,0.0026659284832803443,0.0004454440386819091
461,0.0026266142890050137,0.00044200030361702693
462,0.0026280914442303183,0.00043856221450409546
463,0.002589229747381405,0.00043517515937301966
464,0.0025908359141165738,0.00043178918494785187
465,0.0025524205530012,0.0004284567564849607
466,0.002554152514269159,0.0004251287750781281
467,0.002516177421990007,0.0004218433997889954
468,0.0025180320279524215,0.00041857247660205023
469,0.0024804912306899962,0.00041533342185896236
470,0.0024824653972064237,0.00041211863721190737
471,0.0024453530125064793,0.00040892518252414926
472,0.0024474437197557486,0.0004057656316001247
473,0.002410753954889988,0.00040261923151933826
474,0.0024129582459680443,0.0003995118609909109
475,0.002376685396278,0.0003964148035813871
476,0.002379000375908491,0.0003933557526774148
477,0.002343138823231894,0.0003903124731738037
478,0.0023455616564681536,0.00038729575957638856
479,0.0023101058675867314,0.0003843064818514134
480,0.0023126337785233653,0.00038133035978042673
481,0.002277578303671035,0.0003783942082905833
482,0.0022802085741879807,0.00037545917156330417
483,0.0022455480455373378,0.0003725741694071508
484,0.0022482780141549474,0.0003696851886621032
485,0.0022140071443960685,0.0003668449062049017
486,0.0022168342049997403,0.0003640012567110504
487,0.002182947785937861,0.0003612049833586933
488,0.0021858693867206624,0.0003584119331402672
489,0.0021523622878544812,0.0003556529888129808
490,0.0021553759301386477,0.0003529111355197268
491,0.0021222430973202866,0.0003501881994324673
492,0.0021253463344778623,0.0003474960449253465
493,0.0020925827885973636,0.00034481571978708426
494,0.0020957732249842764,0.0003421653079593699
495,0.0020633740606580964,0.00033952692303873154
496,0.0020666493505714367,0.00033691759310454155
497,0.0020346097348724057,0.0003343252951862261
498,0.0020379675814941045,0.0003317515903509719
499,0.0020062827527475013,0.00032920814721485646
500,0.0020097209071716082,0.00032667106097398243
501,0.0019783861737004416,0.00032417062410392943
502,0.0019819024339266522,0.00032167324341846385
503,0.001950913172901969,0.0003192114705092796
504,0.0019545053829222447,0.00031675604476722163
505,0.0019238570391265641,0.0003143294513135257
506,0.0019275230879802208,0.000311921695736134
507,0.001897211172766533,0.000309531461559725
508,0.0019009489935796764,0.0003071624849939665
509,0.001870969083679841,0.00030480994300807605
510,0.001874776652839305,0.00030247722927528365
511,0.0018451243892994573,0.00030017176351299096
512,0.0018489997255496382,0.0002978750523296166
513,0.0018196708126513306,0.00029560559884794134
514,0.001823611976242867,0.0002933535951103126
515,0.0017946021804528534,0.00029112668621192854
516,0.0017986072722999125,0.000288916306758866
517,0.0017699124212655626,0.0002867274275393913
